isbsg_project_id,project_prf_year_of_project,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_iterative,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_scrum,process_pmf_development_methodologies_spiral,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,tech_tf_client_roles_business_logic_or_rule_processing,tech_tf_client_roles_data_entry_and_validation,tech_tf_client_roles_data_retrieval_and_presentation,tech_tf_client_roles_missing,tech_tf_client_roles_run_a_computer_human_interface,tech_tf_client_roles_security,tech_tf_client_roles_web_public_interface,tech_tf_client_roles_web_html_browser,tech_tf_server_roles_database_server,tech_tf_server_roles_file_print_server,tech_tf_server_roles_ftp_server,tech_tf_server_roles_html_web_server,tech_tf_server_roles_mail_server,tech_tf_server_roles_messaging_server,tech_tf_server_roles_missing,tech_tf_server_roles_multi_user_legacy_application,tech_tf_server_roles_object_component_server,tech_tf_server_roles_security_authentication,external_eef_industry_sector_Service_Industry,project_prf_application_group_Business_Application,project_prf_application_group_Mathematically_Intensive_Application,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_2GL,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XS,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Don_t_Know,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes
10426,2010,"agriculture, forestry, fishing, hunting; transport & storage","customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",Proprietary Agile Platform,69,3344,5787,23.445803,49.10438,7.322421,5.1001263,4.0542097,6.8738337,8.565308,17,3,1.2837529,1.0,5.0,0.0013442645,3.0,,0.81592536,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26577,2006,transport & storage,missing,Visual Basic,412,636,126,5.69263,2.104958,4.172649,146.25017,1.0761354,7.0886226,11.918798,5,0,1.2132806,1.0,7.0,0.8140177,4.0,4.1701283,0.17939904,3.0,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True
31528,2006,"art , events , ticketing",distribution,Visual Basic,325,1863,258,8.724203,4.352065,8.650734,32.277035,,7.1537776,11.593903,10,2,1.0834231,3.0,5.0,0.4236096,9.0,2.4209719,12.050116,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
17786,2006,food processing,electronic data interchange,ABAP,860,11985,12883,8.814468,7.2035174,44.673935,23.69899,4.9301,15.916631,9.470155,2,0,3.1375077,2.0,3.0,,2.0,3.5788574,,0.0,0.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
32308,2004,transport & storage,electronic data interchange,APPS,1277,14204,23638,18.634745,19.329525,16.068035,22.418724,,13.078807,22.130014,1,2,3.7143009,1.0,6.0,0.093112856,7.0,3.9994555,6.4645424,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
17867,2013,transport & storage,electronic data interchange,Java,91,1439,3179,7.5459123,27.79281,24.600399,5.380646,3.4288702,6.557236,3.4134357,17,4,1.0861028,2.0,4.0,0.24606554,6.0,2.0124948,0.0015007268,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
12301,2010,transport & storage,financial transaction process/accounting,Missing,49,1618,1723,9.847204,9.612313,36.592655,5.2227387,5.530648,5.2789927,4.324369,16,2,1.0232836,1.0,4.0,0.21532561,2.0,2.8530688,7.322813,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True
17786,2007,community services,online analysis and reporting,APPS,28,3323,3898,13.38079,14.962263,42.40856,5.10273,,4.2986803,7.206492,7,4,1.0089253,1.0,5.0,,2.0,1.7149758,26.420784,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
21167,2009,air traffic management,missing,PL/I,80,357,227,7.4829555,7.132177,36.697006,10.551757,,2.1779585,5.4867706,17,2,2.3346002,,,0.030890338,,3.912881,10.927747,,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25559,2010,air traffic management,missing,Java,194,94,83,0.55676514,0.7163098,27.548616,128.38763,14.124361,2.0132906,3.0673025,11,2,1.0064261,1.0,3.0,,,0.0,1.3441496,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
30792,2008,transport & storage,catalogue/register of things or events,SQL,1958,25133,33280,22.123266,26.949318,29.391409,12.21117,2.9991643,53.942123,22.467705,16,2,1.8008327,6.0,8.0,0.56711644,2.0,9.002001,15.840542,0.0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
10426,2013,transport & storage; wholesale & retail trade,financial transaction process/accounting,MS-Navision Properitory Language,48,514,195,6.4492555,3.4909022,4.305127,6.9319773,1.7471114,4.084752,6.4411297,17,0,,1.0,8.0,,1.0,6.1430445,29.578966,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
17786,2007,community services,distribution,PL/I,157,669,518,8.182396,11.925441,12.47478,102.54321,4.7244573,8.852047,4.356665,16,0,2.2785482,2.0,4.0,,2.0,3.996573,31.460857,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True
18954,2010,"art , events , ticketing",distribution,Proprietary Agile Platform,1200,7292,11868,8.316969,5.8296866,9.75304,151.96118,1.443349,17.86389,16.849539,17,2,1.293627,1.0,13.0,0.7117302,1.0,15.216831,16.198904,1.0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True
32308,2007,transport & storage,catalogue/register of things or events; workflow support & management,RPG,883,11197,10062,16.534344,10.526829,11.8308735,94.39217,,10.732909,18.33178,7,2,1.1675603,,11.0,0.37217605,3.0,,34.243347,0.0,4.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True
25415,2010,post,auditing management,Visual Basic,297,3691,5822,11.051546,16.768772,17.653038,37.249355,1.966905,16.909082,7.0562925,8,2,1.2705966,3.0,8.0,1.0259099,10.0,6.080614,12.892419,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True
18492,2010,transport & storage; wholesale & retail trade,logistic or supply planning & control; management or performance reporting,Proprietary Agile Platform,483,3646,6127,14.47,14.645722,22.434305,18.876038,2.5068655,20.261793,11.826815,14,7,1.7988989,5.0,7.0,0.7403947,3.0,8.466202,10.579885,,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True
10393,2002,"agriculture, forestry, fishing, hunting; transport & storage",online analysis and reporting,Missing,178,5815,5063,25.613634,36.957596,72.14638,5.103467,1.8275514,13.2004795,11.109074,10,3,2.042818,5.0,4.0,0.39371815,4.0,2.559671,31.443516,2.0,4.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
19858,2012,transport & storage,financial transaction process/accounting,ABAP,24,183,140,12.6562395,21.952173,10.465047,5.1,0.8339917,7.072344,4.0368395,17,2,1.0021287,1.0,4.0,3.139198,10.0,,3.7093885,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
10388,2005,transport & storage,financial transaction process/accounting,PL/I,533,16814,9771,35.925407,27.064686,,109.62394,1.8622518,6.8640313,13.597583,17,2,2.7557883,1.0,,,1.0,9.002208,31.376371,2.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
19859,2007,"agriculture, forestry, fishing, hunting; transport & storage",customer billing; financial transaction process/accounting,Assembler,514,6072,3317,13.8778515,6.3503265,4.4927063,115.01558,4.91271,3.421489,8.982485,14,2,1.3278937,2.0,6.0,0.20388591,5.0,6.34395,,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
17867,2011,community services,electronic data interchange,Proprietary Agile Platform,368,3439,3353,6.5622754,8.150033,,169.8,2.9724734,3.3152797,9.738554,14,2,5.0967274,3.0,9.0,,3.0,8.0297165,0.03203421,,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
18954,2011,community services,complex process control; workflow support & management,PL/I,193,671,995,2.6115177,3.3030944,,35.76063,,4.527591,7.836531,13,2,1.6541767,3.0,5.0,,7.0,3.7276375,4.8203125,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
24389,2004,community services; government,catalogue/register of things or events; management or performance reporting,APPS,98,8530,10435,22.629707,23.209253,33.641262,5.9239235,3.6931312,3.0775013,12.074303,15,7,1.926233,2.0,3.0,0.12192439,,,23.975725,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
25546,2003,"art , events , ticketing",logistic or supply planning & control,APPS,445,15439,7948,27.494581,6.1780176,,76.106804,1.0461396,4.0695186,21.513819,10,7,,5.0,4.0,,1.0,9.061394,21.834166,0.0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False
24745,2000,community services,catalogue/register of things or events,SQL,226,11487,6420,19.000835,9.095468,42.78587,76.54384,3.298688,6.3531013,6.3588786,3,4,4.352235,3.0,3.0,0.70286417,1.0,2.2162564,12.793624,0.0,0.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,True,True,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11055,2006,car rental,financial transaction process/accounting,Java,80,4868,3418,11.376841,9.132139,72.02962,62.343758,4.529653,2.0960114,7.6133304,9,2,1.0074708,7.0,7.0,,1.0,5.658685,18.735727,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
30792,2006,food processing,catalogue/register of things or events; workflow support & management,Assembler,105,696,98,2.9819472,0.72160405,20.427776,169.8,,1.5160631,5.0013433,1,0,1.046309,1.0,7.0,0.08919202,1.0,3.3058436,31.85785,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
22107,2009,food processing,complex process control; workflow support & management,APPS,110,1330,535,7.666515,6.657297,45.734364,57.271637,,5.7317033,5.3737316,13,2,,1.0,,0.4727327,5.0,4.1467953,,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
22347,2008,community services; government,customer billing,Java,263,1123,479,10.942517,8.931222,5.8995357,5.39792,,12.984266,8.844053,17,2,1.2106954,1.0,3.0,0.035899006,1.0,4.078311,,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True
24820,2004,community services,online analysis and reporting,PL/I,128,20076,12102,60.138992,53.894936,24.721073,7.8472147,0.94188803,10.114775,12.826511,17,4,,6.0,12.0,5.9615936,4.0,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
16712,2008,community services; government,missing,Java,42,343,294,7.1915326,11.880472,17.850368,8.38516,5.4300528,3.2518988,6.2007875,17,2,1.0093553,3.0,7.0,0.3618392,2.0,3.3174555,34.186287,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
11966,2011,community services; government,customer relationship management,Java,80,346,696,3.315817,12.9853735,5.674684,128.09091,7.628797,3.0226467,3.5579555,17,0,1.4721992,7.0,2.0,0.028904602,3.0,7.6288476,0.35738227,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
